station_uid,date,maxt,mint,pcpn,snow,snwd,avgt,freeze_day,above_freezing,obs_year,obs_month,obs_day,obs_dayofyear,maxt_7_day,mint_7_day,avgt_7_day,precip_7_day,obs_count_7_day,maxt_30_day,mint_30_day,avgt_30_day,precip_30_day,obs_count_30_day
10392,2021-03-04 00:00:00.069,72,53,0,,,62.5,0,1,2021,7,8,189,93,55,74.8571428571429,0.65,7,96,47,74.3833333333333,2.68,30
10392,2021-03-04 00:00:00.070,74,58,0.03,,,66,0,1,2021,7,9,190,93,53,73.1428571428571,0.65,7,96,47,73.6833333333333,2.68,30
10392,2021-03-04 00:00:00.071,79,60,0,,,69.5,0,1,2021,7,10,191,93,53,72.2857142857143,0.68,7,96,47,73.1,2.7,30
10392,2021-03-04 00:00:00.072,82,58,0,,,70,0,1,2021,7,11,192,93,53,71.7857142857143,0.68,7,94,47,72.6166666666667,2.67,30
10392,2021-03-04 00:00:00.073,81,56,0,,,68.5,0,1,2021,7,12,193,93,53,70.5,0.68,7,94,47,72.1666666666667,2.67,30
10392,2021-03-04 00:00:00.074,84,59,0,,,71.5,0,1,2021,7,13,194,89,53,68.5714285714286,0.68,7,94,47,72,2.67,30
10392,2021-03-04 00:00:00.075,81,65,0.2,,,73,0,1,2021,7,14,195,84,53,67.4285714285714,0.51,7,93,47,71.8666666666667,2.67,30
10392,2021-03-04 00:00:00.076,80,60,0,,,70,0,1,2021,7,15,196,84,53,68.7142857142857,0.23,7,93,47,71.8333333333333,2.87,30
10392,2021-03-04 00:00:00.077,82,57,0,,,69.5,0,1,2021,7,16,197,84,56,69.7857142857143,0.23,7,93,47,71.75,2.87,30
10392,2021-03-04 00:00:00.078,83,58,0,,,70.5,0,1,2021,7,17,198,84,56,70.2857142857143,0.2,7,93,47,71.65,2.87,30
10392,2021-03-04 00:00:00.079,84,60,0,,,72,0,1,2021,7,18,199,84,56,70.4285714285714,0.2,7,93,47,71.35,2.87,30
10392,2021-03-04 00:00:00.080,86,62,0,,,74,0,1,2021,7,19,200,84,56,70.7142857142857,0.2,7,93,47,71.2666666666667,2.86,30
10392,2021-03-04 00:00:00.081,88,66,0,,,77,0,1,2021,7,20,201,86,57,71.5,0.2,7,93,47,71.3,2.86,30
10392,2021-03-04 00:00:00.082,84,64,0,,,74,0,1,2021,7,21,202,88,57,72.2857142857143,0.2,7,93,47,71.5666666666667,2.4,30
10392,2021-03-04 00:00:00.083,85,68,0.05,,,76.5,0,1,2021,7,22,203,88,57,72.4285714285714,0,7,93,47,72.05,2.39,30
10392,2021-03-04 00:00:00.084,93,69,0,,,81,0,1,2021,7,23,204,88,57,73.3571428571429,0.05,7,93,53,72.5666666666667,2.44,30
10392,2021-03-04 00:00:00.085,90,72,0.09,,,81,0,1,2021,7,24,205,93,58,75,0.05,7,93,53,72.9,2.44,30
10392,2021-03-04 00:00:00.086,90,63,0.01,,,76.5,0,1,2021,7,25,206,93,60,76.5,0.14,7,93,53,72.9,2.53,30
10392,2021-03-04 00:00:00.087,87,69,0.01,,,78,0,1,2021,7,26,207,93,62,77.1428571428571,0.15,7,93,53,72.9666666666667,2.54,30
10392,2021-03-04 00:00:00.088,91,73,0,,,82,0,1,2021,7,27,208,93,63,77.7142857142857,0.16,7,93,53,73.1333333333333,1.39,30
10392,2021-03-04 00:00:00.089,91,69,0.06,,,80,0,1,2021,7,28,209,93,63,78.4285714285714,0.16,7,93,53,73.5166666666667,1.35,30
10392,2021-03-04 00:00:00.090,87,74,0,,,80.5,0,1,2021,7,29,210,93,63,79.2857142857143,0.22,7,93,53,73.8666666666667,1.26,30
10392,2021-03-04 00:00:00.091,78,61,0,,,69.5,0,1,2021,7,30,211,93,63,79.8571428571429,0.17,7,93,53,74.05,1.24,30
10392,2021-03-04 00:00:00.092,86,58,0,,,72,0,1,2021,7,31,212,91,61,78.2142857142857,0.17,7,93,53,73.9,1.1,30
10392,2021-03-04 00:00:00.093,82,62,0,,,72,0,1,2021,8,1,213,91,58,76.9285714285714,0.08,7,93,53,73.8166666666667,1.1,30
10392,2021-03-04 00:00:00.094,80,57,0,,,68.5,0,1,2021,8,2,214,91,58,76.2857142857143,0.07,7,93,53,73.8166666666667,1.1,30
10392,2021-03-04 00:00:00.095,83,58,0,,,70.5,0,1,2021,8,3,215,91,57,74.9285714285714,0.06,7,93,53,73.6666666666667,1.1,30
10392,2021-03-04 00:00:00.096,83,60,0,,,71.5,0,1,2021,8,4,216,91,57,73.2857142857143,0.06,7,93,53,73.3833333333333,1.1,30
10392,2021-03-04 00:00:00.097,81,64,0.03,,,72.5,0,1,2021,8,5,217,87,57,72.0714285714286,0,7,93,53,73.0333333333333,1.1,30
10392,2021-03-04 00:00:00.098,85,65,0.01,,,75,0,1,2021,8,6,218,86,57,70.9285714285714,0.03,7,93,53,72.8,0.96,30
10392,2021-03-04 00:00:00.099,82,66,0.56,,,74,0,1,2021,8,7,219,86,57,71.7142857142857,0.04,7,93,53,73.1666666666667,0.49,30
10392,2021-03-04 00:00:00.100,80,68,0.05,,,74,0,1,2021,8,8,220,85,57,72,0.6,7,93,56,73.55,1.05,30
10392,2021-03-04 00:00:00.101,84,67,0.01,,,75.5,0,1,2021,8,9,221,85,57,72.2857142857143,0.65,7,93,56,73.8166666666667,1.07,30
10392,2021-03-04 00:00:00.102,85,70,0,,,77.5,0,1,2021,8,10,222,85,58,73.2857142857143,0.66,7,93,56,74.0166666666667,1.08,30
10392,2021-03-04 00:00:00.103,83,64,0,,,73.5,0,1,2021,8,11,223,85,60,74.2857142857143,0.66,7,93,56,74.2666666666667,1.08,30
10392,2021-03-04 00:00:00.104,81,64,0.01,,,72.5,0,1,2021,8,12,224,85,64,74.5714285714286,0.66,7,93,57,74.4333333333333,1.08,30
10392,2021-03-04 00:00:00.105,79,57,0,,,68,0,1,2021,8,13,225,85,64,74.5714285714286,0.64,7,93,57,74.4666666666667,1.09,30
10392,2021-03-04 00:00:00.106,85,54,0,,,69.5,0,1,2021,8,14,226,85,57,73.5714285714286,0.63,7,93,57,74.3,0.89,30
10392,2021-03-04 00:00:00.107,84,57,0,,,70.5,0,1,2021,8,15,227,85,54,72.9285714285714,0.07,7,93,54,74.2833333333333,0.89,30
10392,2021-03-04 00:00:00.108,84,57,0,,,70.5,0,1,2021,8,16,228,85,54,72.4285714285714,0.02,7,93,54,74.3166666666667,0.89,30
10392,2021-03-04 00:00:00.109,87,60,0,,,73.5,0,1,2021,8,17,229,85,54,71.7142857142857,0.01,7,93,54,74.3166666666667,0.89,30
10392,2021-03-04 00:00:00.110,90,65,0,,,77.5,0,1,2021,8,18,230,87,54,71.1428571428571,0.01,7,93,54,74.3666666666667,0.89,30
10392,2021-03-04 00:00:00.111,90,65,0,,,77.5,0,1,2021,8,19,231,90,54,71.7142857142857,0.01,7,93,54,74.4833333333333,0.89,30
10392,2021-03-04 00:00:00.112,90,67,0,,,78.5,0,1,2021,8,20,232,90,54,72.4285714285714,0,7,93,54,74.5,0.89,30
10392,2021-03-04 00:00:00.113,82,63,0.08,,,72.5,0,1,2021,8,21,233,90,54,73.9285714285714,0,7,93,54,74.65,0.89,30
10392,2021-03-04 00:00:00.114,79,50,0.01,,,64.5,0,1,2021,8,22,234,90,57,74.3571428571429,0.08,7,93,54,74.5166666666667,0.92,30
10392,2021-03-04 00:00:00.115,88,62,0.46,,,75,0,1,2021,8,23,235,90,50,73.5,0.09,7,91,50,73.9666666666667,0.93,30
10392,2021-03-04 00:00:00.116,85,63,2.51,,,74,0,1,2021,8,24,236,90,50,74.1428571428571,0.55,7,91,50,73.7666666666667,1.3,30
10392,2021-03-04 00:00:00.117,83,64,0.01,,,73.5,0,1,2021,8,25,237,90,50,74.2142857142857,3.06,7,91,50,73.6833333333333,3.8,30
10392,2021-03-04 00:00:00.118,77,60,0.47,,,68.5,0,1,2021,8,26,238,90,50,73.6428571428571,3.07,7,91,50,73.5333333333333,3.8,30
10392,2021-03-04 00:00:00.119,76,66,0.75,,,71,0,1,2021,8,27,239,90,50,72.3571428571429,3.54,7,91,50,73.0833333333333,4.27,30
10392,2021-03-04 00:00:00.120,84,66,0.39,,,75,0,1,2021,8,28,240,88,50,71.2857142857143,4.29,7,90,50,72.7833333333333,4.96,30
10392,2021-03-04 00:00:00.121,81,65,0.38,,,73,0,1,2021,8,29,241,88,50,71.6428571428571,4.6,7,90,50,72.6,5.35,30
10392,2021-03-04 00:00:00.122,82,59,0.02,,,70.5,0,1,2021,8,30,242,88,60,72.8571428571429,4.97,7,90,50,72.7166666666667,5.73,30
10392,2021-03-04 00:00:00.123,78,61,0.03,,,69.5,0,1,2021,8,31,243,85,59,72.2142857142857,4.53,7,90,50,72.6666666666667,5.75,30
10392,2021-03-04 00:00:00.124,78,58,0.04,,,68,0,1,2021,9,1,244,84,59,71.5714285714286,2.05,7,90,50,72.5833333333333,5.78,30
10392,2021-03-04 00:00:00.125,73,56,0.01,,,64.5,0,1,2021,9,2,245,84,58,70.7857142857143,2.08,7,90,50,72.5666666666667,5.82,30
10392,2021-03-04 00:00:00.126,64,57,0.32,,,60.5,0,1,2021,9,3,246,84,56,70.2142857142857,1.62,7,90,50,72.3666666666667,5.83,30
10392,2021-03-04 00:00:00.127,77,59,0.33,,,68,0,1,2021,9,4,247,84,56,68.7142857142857,1.19,7,90,50,72,6.15,30
10392,2021-03-04 00:00:00.128,77,56,0.03,,,66.5,0,1,2021,9,5,248,82,56,67.7142857142857,1.13,7,90,50,71.85,6.45,30
10392,2021-03-04 00:00:00.129,80,50,0,,,65,0,1,2021,9,6,249,82,56,66.7857142857143,0.78,7,90,50,71.5666666666667,6.47,30
10392,2021-03-04 00:00:00.130,78,66,0,,,72,0,1,2021,9,7,250,80,50,66,0.76,7,90,50,71.2666666666667,5.91,30
10392,2021-03-04 00:00:00.131,75,56,0,,,65.5,0,1,2021,9,8,251,80,50,66.3571428571429,0.73,7,90,50,71.2,5.86,30
10392,2021-03-04 00:00:00.132,75,52,0,,,63.5,0,1,2021,9,9,252,80,50,66,0.69,7,90,50,70.8666666666667,5.85,30
10392,2021-03-04 00:00:00.133,81,53,0,,,67,0,1,2021,9,10,253,80,50,65.8571428571429,0.68,7,90,50,70.4,5.85,30
10392,2021-03-04 00:00:00.134,78,60,0,,,69,0,1,2021,9,11,254,81,50,66.7857142857143,0.36,7,90,50,70.1833333333333,5.85,30
10392,2021-03-04 00:00:00.135,73,58,0,,,65.5,0,1,2021,9,12,255,81,50,66.9285714285714,0.03,7,90,50,70.0666666666667,5.84,30
10392,2021-03-04 00:00:00.136,76,47,0,,,61.5,0,1,2021,9,13,256,81,50,66.7857142857143,0,7,90,50,69.9833333333333,5.84,30
10392,2021-03-04 00:00:00.137,70,59,1.19,,,64.5,0,1,2021,9,14,257,81,47,66.2857142857143,0,7,90,47,69.7166666666667,5.84,30
10392,2021-03-04 00:00:00.138,79,49,,,,64,0,1,2021,9,15,258,81,47,65.2142857142857,1.19,7,90,47,69.5166666666667,7.03,30
10392,2021-03-04 00:00:00.139,86,64,0,,,75,0,1,2021,9,16,259,81,47,65,1.19,7,90,47,69.3,7.03,30
10392,2021-03-04 00:00:00.140,82,58,0.25,,,70,0,1,2021,9,17,260,86,47,66.6428571428571,1.19,7,90,47,69.35,7.03,30
10392,2021-03-04 00:00:00.141,79,44,0,,,61.5,0,1,2021,9,18,261,86,47,67.0714285714286,1.44,7,90,47,69.1,7.28,30
10392,2021-03-04 00:00:00.142,89,64,0,,,76.5,0,1,2021,9,19,262,86,44,66,1.44,7,90,44,68.5666666666667,7.28,30
10392,2021-03-04 00:00:00.143,83,60,0.43,,,71.5,0,1,2021,9,20,263,89,44,67.5714285714286,1.44,7,89,44,68.5,7.28,30
10392,2021-03-04 00:00:00.144,66,50,0.01,,,58,0,1,2021,9,21,264,89,44,69,1.87,7,89,44,68.4666666666667,7.63,30
10392,2021-03-04 00:00:00.145,69,44,0,,,56.5,0,1,2021,9,22,265,89,44,68.0714285714286,0.69,7,89,44,68.25,7.63,30
10392,2021-03-04 00:00:00.146,73,44,0,,,58.5,0,1,2021,9,23,266,89,44,67,0.69,7,89,44,67.6333333333333,7.17,30
10392,2021-03-04 00:00:00.147,67,48,0.03,,,57.5,0,1,2021,9,24,267,89,44,64.6428571428571,0.69,7,89,44,67.1166666666667,4.66,30
10392,2021-03-04 00:00:00.148,69,43,0,,,56,0,1,2021,9,25,268,89,44,62.8571428571429,0.47,7,89,44,66.5833333333333,4.68,30
10392,2021-03-04 00:00:00.149,85,49,0,,,67,0,1,2021,9,26,269,89,43,62.0714285714286,0.47,7,89,43,66.1666666666667,4.21,30
10392,2021-03-04 00:00:00.150,76,55,0,,,65.5,0,1,2021,9,27,270,85,43,60.7142857142857,0.47,7,89,43,66.0333333333333,3.46,30
10392,2021-03-04 00:00:00.151,81,50,0,,,65.5,0,1,2021,9,28,271,85,43,59.8571428571429,0.04,7,89,43,65.7166666666667,3.07,30
10392,2021-03-04 00:00:00.152,85,54,0,,,69.5,0,1,2021,9,29,272,85,43,60.9285714285714,0.03,7,89,43,65.4666666666667,2.69,30
10392,2021-03-04 00:00:00.153,83,58,0,,,70.5,0,1,2021,9,30,273,85,43,62.7857142857143,0.03,7,89,43,65.4333333333333,2.67,30
10392,2021-03-04 00:00:00.154,80,62,0,,,71,0,1,2021,10,1,274,85,43,64.5,0.03,7,89,43,65.4666666666667,2.64,30
10392,2021-03-04 00:00:00.155,74,64,0.03,,,69,0,1,2021,10,2,275,85,43,66.4285714285714,0,7,89,43,65.5666666666667,2.6,30
10392,2021-03-04 00:00:00.156,72,56,0.06,,,64,0,1,2021,10,3,276,85,49,68.2857142857143,0.03,7,89,43,65.7166666666667,2.62,30
10392,2021-03-04 00:00:00.157,72,49,0,,,60.5,0,1,2021,10,4,277,85,50,67.8571428571429,0.09,7,89,43,65.8333333333333,2.36,30
10392,2021-03-04 00:00:00.158,76,48,0,,,62,0,1,2021,10,5,278,85,49,67.1428571428571,0.09,7,89,43,65.5833333333333,2.03,30
10392,2021-03-04 00:00:00.159,75,51,0,,,63,0,1,2021,10,6,279,85,48,66.6428571428571,0.09,7,89,43,65.4333333333333,2,30
10392,2021-03-04 00:00:00.160,70,57,0,,,63.5,0,1,2021,10,7,280,83,48,65.7142857142857,0.09,7,89,43,65.3666666666667,2,30
10392,2021-03-04 00:00:00.161,74,61,0,,,67.5,0,1,2021,10,8,281,80,48,64.7142857142857,0.09,7,89,43,65.0833333333333,2,30
10392,2021-03-04 00:00:00.162,79,59,0.01,,,69,0,1,2021,10,9,282,76,48,64.2142857142857,0.09,7,89,43,65.15,2,30
10392,2021-03-04 00:00:00.163,72,60,0,,,66,0,1,2021,10,10,283,79,48,64.2142857142857,0.07,7,89,43,65.3333333333333,2.01,30
10392,2021-03-04 00:00:00.164,67,46,0,,,56.5,0,1,2021,10,11,284,79,48,64.5,0.01,7,89,43,65.3,2.01,30
10392,2021-03-04 00:00:00.165,63,56,0,,,59.5,0,1,2021,10,12,285,79,46,63.9285714285714,0.01,7,89,43,64.8833333333333,2.01,30
10392,2021-03-04 00:00:00.166,62,53,0.06,,,57.5,0,1,2021,10,13,286,79,46,63.5714285714286,0.01,7,89,43,64.6833333333333,2.01,30
10392,2021-03-04 00:00:00.167,63,46,0,,,54.5,0,1,2021,10,14,287,79,46,62.7857142857143,0.07,7,89,43,64.55,2.07,30
10392,2021-03-04 00:00:00.168,55,40,0,,,47.5,0,1,2021,10,15,288,79,46,61.5,0.07,7,89,43,64.2166666666667,0.88,30
10392,2021-03-04 00:00:00.169,62,37,0.01,,,49.5,0,1,2021,10,16,289,79,40,58.6428571428572,0.07,7,89,40,63.6666666666667,0.88,30
10392,2021-03-04 00:00:00.170,69,36,0,,,52.5,0,1,2021,10,17,290,72,37,55.8571428571429,0.07,7,89,37,62.8166666666667,0.89,30
10392,2021-03-04 00:00:00.171,78,42,0,,,60,0,1,2021,10,18,291,69,36,53.9285714285714,0.07,7,89,36,62.2333333333333,0.64,30
10392,2021-03-04 00:00:00.172,75,45,0,,,60,0,1,2021,10,19,292,78,36,54.4285714285714,0.07,7,89,36,62.1833333333333,0.64,30
10392,2021-03-04 00:00:00.173,67,50,0.46,,,58.5,0,1,2021,10,20,293,78,36,54.5,0.07,7,85,36,61.6333333333333,0.64,30
10392,2021-03-04 00:00:00.174,54,43,0.63,,,48.5,0,1,2021,10,21,294,78,36,54.6428571428571,0.47,7,85,36,61.2,0.67,30
10392,2021-03-04 00:00:00.175,50,31,0,,,40.5,1,1,2021,10,22,295,78,36,53.7857142857143,1.1,7,85,36,60.8833333333333,1.29,30
10392,2021-03-04 00:00:00.176,51,28,0.01,,,39.5,1,1,2021,10,23,296,78,31,52.7857142857143,1.1,7,85,31,60.35,1.29,30
10392,2021-03-04 00:00:00.177,48,36,0,,,42,0,1,2021,10,24,297,78,28,51.3571428571429,1.1,7,85,28,59.7166666666667,1.3,30
10392,2021-03-04 00:00:00.178,53,35,0,,,44,0,1,2021,10,25,298,78,28,49.8571428571429,1.1,7,85,28,59.2,1.27,30
10392,2021-03-04 00:00:00.179,57,36,0.01,,,46.5,0,1,2021,10,26,299,75,28,47.5714285714286,1.1,7,85,28,58.8,1.27,30
10392,2021-03-04 00:00:00.180,53,47,0,,,50,0,1,2021,10,27,300,67,28,45.6428571428572,1.11,7,85,28,58.1166666666667,1.28,30
10392,2021-03-04 00:00:00.181,53,44,0.81,,,48.5,0,1,2021,10,28,301,57,28,44.4285714285714,0.65,7,85,28,57.6,1.28,30
10392,2021-03-04 00:00:00.182,57,44,0.03,,,50.5,0,1,2021,10,29,302,57,28,44.4285714285714,0.83,7,85,28,57.0333333333333,2.09,30
